"slug","name_ar","name_en","description","category_slug","engine_group","is_active","version"
"workflow-property-appreciation-calculator-standard","حاسبة نمو قيمة العقار — مسار الحساب","Property Appreciation Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو قيمة العقار.","real-estate-tools","formula","true","1"
"workflow-rental-vacancy-loss-calculator-standard","حاسبة خسارة الشغور — مسار الحساب","Rental Vacancy Loss Calculator — standard","مسار مسار الحساب لأداة حاسبة خسارة الشغور.","real-estate-tools","formula","true","1"
"workflow-property-management-fee-calculator-standard","حاسبة رسوم إدارة العقار — مسار الحساب","Property Management Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة رسوم إدارة العقار.","real-estate-tools","formula","true","1"
"workflow-real-estate-cash-roi-calculator-standard","حاسبة عائد الاستثمار العقاري النقدي — مسار الحساب","Real Estate Cash ROI Calculator — standard","مسار مسار الحساب لأداة حاسبة عائد الاستثمار العقاري النقدي.","real-estate-tools","formula","true","1"
"workflow-trip-budget-per-day-calculator-standard","حاسبة ميزانية السفر اليومية — مسار الحساب","Trip Budget per Day Calculator — standard","مسار مسار الحساب لأداة حاسبة ميزانية السفر اليومية.","travel-tools","formula","true","1"
"workflow-travel-insurance-cost-calculator-standard","حاسبة تأمين السفر — مسار الحساب","Travel Insurance Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تأمين السفر.","travel-tools","formula","true","1"
"workflow-overtime-percentage-calculator-standard","حاسبة نسبة العمل الإضافي — مسار الحساب","Overtime Percentage Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة العمل الإضافي.","hr-tools","formula","true","1"
"workflow-annual-fuel-cost-calculator-standard","حاسبة تكلفة الوقود السنوية — مسار الحساب","Annual Fuel Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الوقود السنوية.","automotive-tools","formula","true","1"
"workflow-vehicle-depreciation-calculator-standard","حاسبة انخفاض قيمة السيارة — مسار الحساب","Vehicle Depreciation Calculator — standard","مسار مسار الحساب لأداة حاسبة انخفاض قيمة السيارة.","automotive-tools","formula","true","1"
"workflow-vehicle-maintenance-budget-calculator-standard","حاسبة ميزانية صيانة السيارة — مسار الحساب","Vehicle Maintenance Budget Calculator — standard","مسار مسار الحساب لأداة حاسبة ميزانية صيانة السيارة.","automotive-tools","formula","true","1"
"workflow-vehicle-ownership-monthly-cost-calculator-standard","حاسبة تكلفة امتلاك السيارة شهريًا — مسار الحساب","Monthly Vehicle Ownership Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة امتلاك السيارة شهريًا.","automotive-tools","formula","true","1"
"workflow-tire-cost-per-km-calculator-standard","حاسبة تكلفة الإطارات لكل كيلومتر — مسار الحساب","Tire Cost per Kilometer Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الإطارات لكل كيلومتر.","automotive-tools","formula","true","1"
"workflow-lease-mileage-overage-calculator-standard","حاسبة تجاوز مسافة التأجير — مسار الحساب","Lease Mileage Overage Calculator — standard","مسار مسار الحساب لأداة حاسبة تجاوز مسافة التأجير.","automotive-tools","formula","true","1"
"workflow-vehicle-finance-total-cost-calculator-standard","حاسبة إجمالي تكلفة تمويل السيارة — مسار الحساب","Vehicle Finance Total Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة إجمالي تكلفة تمويل السيارة.","automotive-tools","formula","true","1"
"workflow-ride-profit-calculator-standard","حاسبة ربح الرحلة — مسار الحساب","Ride Profit Calculator — standard","مسار مسار الحساب لأداة حاسبة ربح الرحلة.","automotive-tools","formula","true","1"
"workflow-vehicle-cost-per-km-calculator-standard","حاسبة تكلفة السيارة لكل كيلومتر — مسار الحساب","Vehicle Cost per Kilometer Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة السيارة لكل كيلومتر.","automotive-tools","formula","true","1"
"workflow-concrete-volume-calculator-standard","حاسبة حجم الخرسانة — مسار الحساب","Concrete Volume Calculator — standard","مسار مسار الحساب لأداة حاسبة حجم الخرسانة.","construction-tools","formula","true","1"
"workflow-asset-storage-calculator-standard","حاسبة مساحة الأصول — مسار الحساب","Design Asset Storage Calculator — standard","مسار مسار الحساب لأداة حاسبة مساحة الأصول.","design-tools","formula","true","1"
"workflow-brick-count-calculator-standard","حاسبة عدد الطوب — مسار الحساب","Brick Count Calculator — standard","مسار مسار الحساب لأداة حاسبة عدد الطوب.","construction-tools","formula","true","1"
"workflow-paint-liters-calculator-standard","حاسبة كمية الدهان — مسار الحساب","Paint Quantity Calculator — standard","مسار مسار الحساب لأداة حاسبة كمية الدهان.","construction-tools","formula","true","1"
"workflow-tile-quantity-calculator-standard","حاسبة كمية البلاط — مسار الحساب","Tile Quantity Calculator — standard","مسار مسار الحساب لأداة حاسبة كمية البلاط.","construction-tools","formula","true","1"
"workflow-cement-bags-calculator-standard","حاسبة أكياس الأسمنت — مسار الحساب","Cement Bags Calculator — standard","مسار مسار الحساب لأداة حاسبة أكياس الأسمنت.","construction-tools","formula","true","1"
"workflow-wall-area-calculator-standard","حاسبة مساحة الجدار — مسار الحساب","Wall Area Calculator — standard","مسار مسار الحساب لأداة حاسبة مساحة الجدار.","construction-tools","formula","true","1"
"workflow-fertilizer-requirement-calculator-standard","حاسبة كمية السماد — مسار الحساب","Fertilizer Requirement Calculator — standard","مسار مسار الحساب لأداة حاسبة كمية السماد.","agriculture-tools","formula","true","1"
"workflow-construction-labor-cost-calculator-standard","حاسبة تكلفة عمالة البناء — مسار الحساب","Construction Labor Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة عمالة البناء.","construction-tools","formula","true","1"
"workflow-material-waste-cost-calculator-standard","حاسبة تكلفة هدر المواد — مسار الحساب","Material Waste Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة هدر المواد.","construction-tools","formula","true","1"
"workflow-project-contingency-calculator-standard","حاسبة احتياطي المشروع — مسار الحساب","Project Contingency Calculator — standard","مسار مسار الحساب لأداة حاسبة احتياطي المشروع.","construction-tools","formula","true","1"
"workflow-rebar-weight-estimator-standard","حاسبة وزن حديد التسليح — مسار الحساب","Rebar Weight Estimator — standard","مسار مسار الحساب لأداة حاسبة وزن حديد التسليح.","construction-tools","formula","true","1"
"workflow-seed-requirement-calculator-standard","حاسبة كمية البذور — مسار الحساب","Seed Requirement Calculator — standard","مسار مسار الحساب لأداة حاسبة كمية البذور.","agriculture-tools","formula","true","1"
"workflow-irrigation-water-calculator-standard","حاسبة مياه الري — مسار الحساب","Irrigation Water Calculator — standard","مسار مسار الحساب لأداة حاسبة مياه الري.","agriculture-tools","formula","true","1"
"workflow-crop-yield-per-hectare-calculator-standard","حاسبة إنتاجية الهكتار — مسار الحساب","Yield per Hectare Calculator — standard","مسار مسار الحساب لأداة حاسبة إنتاجية الهكتار.","agriculture-tools","formula","true","1"
"workflow-farm-revenue-calculator-standard","حاسبة إيراد المزرعة — مسار الحساب","Farm Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة إيراد المزرعة.","agriculture-tools","formula","true","1"
"workflow-animal-feed-requirement-calculator-standard","حاسبة احتياج الأعلاف — مسار الحساب","Animal Feed Requirement Calculator — standard","مسار مسار الحساب لأداة حاسبة احتياج الأعلاف.","agriculture-tools","formula","true","1"
"workflow-livestock-weight-gain-calculator-standard","حاسبة زيادة وزن الماشية — مسار الحساب","Livestock Weight Gain Calculator — standard","مسار مسار الحساب لأداة حاسبة زيادة وزن الماشية.","agriculture-tools","formula","true","1"
"workflow-greenhouse-plant-capacity-calculator-standard","حاسبة سعة النباتات في البيت المحمي — مسار الحساب","Greenhouse Plant Capacity Calculator — standard","مسار مسار الحساب لأداة حاسبة سعة النباتات في البيت المحمي.","agriculture-tools","formula","true","1"
"workflow-pesticide-dilution-calculator-standard","حاسبة تخفيف المبيد — مسار الحساب","Pesticide Dilution Calculator — standard","مسار مسار الحساب لأداة حاسبة تخفيف المبيد.","agriculture-tools","formula","true","1"
"workflow-harvest-loss-calculator-standard","حاسبة خسارة المحصول — مسار الحساب","Harvest Loss Calculator — standard","مسار مسار الحساب لأداة حاسبة خسارة المحصول.","agriculture-tools","formula","true","1"
"workflow-event-cost-per-attendee-calculator-standard","حاسبة تكلفة الحضور — مسار الحساب","Event Cost per Attendee Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الحضور.","event-tools","formula","true","1"
"workflow-ticket-break-even-calculator-standard","حاسبة تذاكر نقطة التعادل — مسار الحساب","Ticket Break-even Calculator — standard","مسار مسار الحساب لأداة حاسبة تذاكر نقطة التعادل.","event-tools","formula","true","1"
"workflow-sponsorship-coverage-calculator-standard","حاسبة تغطية الرعاية — مسار الحساب","Sponsorship Coverage Calculator — standard","مسار مسار الحساب لأداة حاسبة تغطية الرعاية.","event-tools","formula","true","1"
"workflow-event-catering-cost-calculator-standard","حاسبة تكلفة الضيافة — مسار الحساب","Event Catering Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الضيافة.","event-tools","formula","true","1"
"workflow-venue-occupancy-rate-calculator-standard","حاسبة إشغال القاعة — مسار الحساب","Venue Occupancy Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة إشغال القاعة.","event-tools","formula","true","1"
"workflow-cost-per-hire-calculator-standard","حاسبة تكلفة التوظيف — مسار الحساب","Cost per Hire Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة التوظيف.","hr-tools","formula","true","1"
"workflow-event-profit-calculator-standard","حاسبة ربح الفعالية — مسار الحساب","Event Profit Calculator — standard","مسار مسار الحساب لأداة حاسبة ربح الفعالية.","event-tools","formula","true","1"
"workflow-event-staff-ratio-calculator-standard","حاسبة نسبة الطاقم للحضور — مسار الحساب","Event Staff Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الطاقم للحضور.","event-tools","formula","true","1"
"workflow-event-checkin-rate-calculator-standard","حاسبة معدل تسجيل الدخول — مسار الحساب","Event Check-in Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل تسجيل الدخول.","event-tools","formula","true","1"
"workflow-event-no-show-rate-calculator-standard","حاسبة معدل عدم الحضور — مسار الحساب","Event No-show Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل عدم الحضور.","event-tools","formula","true","1"
"workflow-booth-revenue-calculator-standard","حاسبة إيراد الأجنحة — مسار الحساب","Booth Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة إيراد الأجنحة.","event-tools","formula","true","1"
"workflow-employee-turnover-rate-calculator-standard","حاسبة معدل دوران الموظفين — مسار الحساب","Employee Turnover Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل دوران الموظفين.","hr-tools","formula","true","1"
"workflow-employee-absence-rate-calculator-standard","حاسبة معدل الغياب — مسار الحساب","Employee Absence Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الغياب.","hr-tools","formula","true","1"
"workflow-time-to-hire-calculator-standard","حاسبة متوسط وقت التوظيف — مسار الحساب","Time to Hire Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط وقت التوظيف.","hr-tools","formula","true","1"
"workflow-revenue-per-employee-calculator-standard","حاسبة الإيراد لكل موظف — مسار الحساب","Revenue per Employee Calculator — standard","مسار مسار الحساب لأداة حاسبة الإيراد لكل موظف.","hr-tools","formula","true","1"
"workflow-training-cost-per-employee-calculator-standard","حاسبة تدريب الموظف — مسار الحساب","Training Cost per Employee Calculator — standard","مسار مسار الحساب لأداة حاسبة تدريب الموظف.","hr-tools","formula","true","1"
"workflow-employee-retention-rate-calculator-standard","حاسبة معدل الاحتفاظ بالموظفين — مسار الحساب","Employee Retention Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الاحتفاظ بالموظفين.","hr-tools","formula","true","1"
"workflow-vehicle-fuel-cost-calculator-standard","حاسبة تكلفة وقود السيارة — مسار الحساب","Vehicle Fuel Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة وقود السيارة.","automotive-tools","formula","true","1"
"workflow-payroll-burden-calculator-standard","حاسبة أعباء الرواتب — مسار الحساب","Payroll Burden Calculator — standard","مسار مسار الحساب لأداة حاسبة أعباء الرواتب.","hr-tools","formula","true","1"
"workflow-vacancy-rate-calculator-standard","حاسبة معدل الشواغر — مسار الحساب","Vacancy Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الشواغر.","hr-tools","formula","true","1"
"workflow-organic-ctr-calculator-standard","حاسبة CTR العضوي — مسار الحساب","Organic CTR Calculator — standard","مسار مسار الحساب لأداة حاسبة CTR العضوي.","seo-tools","formula","true","1"
"workflow-organic-conversion-rate-calculator-standard","حاسبة تحويل الزيارات العضوية — مسار الحساب","Organic Conversion Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل الزيارات العضوية.","seo-tools","formula","true","1"
"workflow-keyword-ranking-growth-calculator-standard","حاسبة نمو الكلمات المتقدمة — مسار الحساب","Keyword Ranking Growth Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو الكلمات المتقدمة.","seo-tools","formula","true","1"
"workflow-organic-impression-growth-calculator-standard","حاسبة نمو الظهور العضوي — مسار الحساب","Organic Impression Growth Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو الظهور العضوي.","seo-tools","formula","true","1"
"workflow-backlink-growth-rate-calculator-standard","حاسبة نمو الروابط الخلفية — مسار الحساب","Backlink Growth Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو الروابط الخلفية.","seo-tools","formula","true","1"
"workflow-seo-content-roi-calculator-standard","حاسبة عائد محتوى SEO — مسار الحساب","SEO Content ROI Calculator — standard","مسار مسار الحساب لأداة حاسبة عائد محتوى SEO.","seo-tools","formula","true","1"
"workflow-cost-per-organic-lead-calculator-standard","حاسبة تكلفة العميل العضوي المحتمل — مسار الحساب","Cost per Organic Lead Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة العميل العضوي المحتمل.","seo-tools","formula","true","1"
"workflow-indexed-pages-rate-calculator-standard","حاسبة نسبة الصفحات المفهرسة — مسار الحساب","Indexed Pages Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الصفحات المفهرسة.","seo-tools","formula","true","1"
"workflow-crawl-budget-utilization-calculator-standard","حاسبة استغلال ميزانية الزحف — مسار الحساب","Crawl Budget Utilization Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال ميزانية الزحف.","seo-tools","formula","true","1"
"workflow-serp-click-share-calculator-standard","حاسبة حصة النقر في نتائج البحث — مسار الحساب","SERP Click Share Calculator — standard","مسار مسار الحساب لأداة حاسبة حصة النقر في نتائج البحث.","seo-tools","formula","true","1"
"workflow-page-weight-calculator-standard","حاسبة وزن الصفحة — مسار الحساب","Page Weight Calculator — standard","مسار مسار الحساب لأداة حاسبة وزن الصفحة.","web-tools","formula","true","1"
"workflow-monthly-bandwidth-calculator-standard","حاسبة استهلاك النطاق الشهري — مسار الحساب","Monthly Bandwidth Calculator — standard","مسار مسار الحساب لأداة حاسبة استهلاك النطاق الشهري.","web-tools","formula","true","1"
"workflow-uptime-percentage-calculator-standard","حاسبة نسبة وقت التشغيل — مسار الحساب","Uptime Percentage Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة وقت التشغيل.","web-tools","formula","true","1"
"workflow-api-error-rate-calculator-standard","حاسبة معدل أخطاء API — مسار الحساب","API Error Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل أخطاء API.","web-tools","formula","true","1"
"workflow-net-worth-calculator-standard","حاسبة صافي الثروة — مسار الحساب","Net Worth Calculator — standard","مسار مسار الحساب لأداة حاسبة صافي الثروة.","personal-finance-tools","formula","true","1"
"workflow-average-response-time-calculator-standard","حاسبة متوسط زمن الاستجابة — مسار الحساب","Average Response Time Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط زمن الاستجابة.","web-tools","formula","true","1"
"workflow-cache-hit-rate-calculator-standard","حاسبة معدل إصابة التخزين المؤقت — مسار الحساب","Cache Hit Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل إصابة التخزين المؤقت.","web-tools","formula","true","1"
"workflow-conversion-uplift-calculator-standard","حاسبة تحسن التحويل — مسار الحساب","Conversion Uplift Calculator — standard","مسار مسار الحساب لأداة حاسبة تحسن التحويل.","web-tools","formula","true","1"
"workflow-bounce-rate-reduction-calculator-standard","حاسبة انخفاض معدل الارتداد — مسار الحساب","Bounce Rate Reduction Calculator — standard","مسار مسار الحساب لأداة حاسبة انخفاض معدل الارتداد.","web-tools","formula","true","1"
"workflow-server-cost-per-user-calculator-standard","حاسبة تكلفة الخادم لكل مستخدم — مسار الحساب","Server Cost per User Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الخادم لكل مستخدم.","web-tools","formula","true","1"
"workflow-data-transfer-cost-calculator-standard","حاسبة تكلفة نقل البيانات — مسار الحساب","Data Transfer Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة نقل البيانات.","web-tools","formula","true","1"
"workflow-font-license-cost-calculator-standard","حاسبة تكلفة ترخيص الخط — مسار الحساب","Font License Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة ترخيص الخط.","design-tools","formula","true","1"
"workflow-design-project-quote-calculator-standard","حاسبة تسعير مشروع التصميم — مسار الحساب","Design Project Quote Calculator — standard","مسار مسار الحساب لأداة حاسبة تسعير مشروع التصميم.","design-tools","formula","true","1"
"workflow-revision-cost-calculator-standard","حاسبة تكلفة التعديلات — مسار الحساب","Revision Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة التعديلات.","design-tools","formula","true","1"
"workflow-print-size-with-bleed-calculator-standard","حاسبة المقاس مع النزف — مسار الحساب","Print Size with Bleed Calculator — standard","مسار مسار الحساب لأداة حاسبة المقاس مع النزف.","design-tools","formula","true","1"
"workflow-pixel-width-from-dpi-calculator-standard","حاسبة عرض البكسل من DPI — مسار الحساب","Pixel Width from DPI Calculator — standard","مسار مسار الحساب لأداة حاسبة عرض البكسل من DPI.","design-tools","formula","true","1"
"workflow-pixel-height-from-dpi-calculator-standard","حاسبة ارتفاع البكسل من DPI — مسار الحساب","Pixel Height from DPI Calculator — standard","مسار مسار الحساب لأداة حاسبة ارتفاع البكسل من DPI.","design-tools","formula","true","1"
"workflow-design-utilization-rate-calculator-standard","حاسبة استغلال وقت المصمم — مسار الحساب","Designer Utilization Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال وقت المصمم.","design-tools","formula","true","1"
"workflow-render-time-estimator-standard","حاسبة زمن الرندر — مسار الحساب","Render Time Estimator — standard","مسار مسار الحساب لأداة حاسبة زمن الرندر.","design-tools","formula","true","1"
"workflow-print-run-cost-calculator-standard","حاسبة تكلفة كمية الطباعة — مسار الحساب","Print Run Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة كمية الطباعة.","design-tools","formula","true","1"
"workflow-first-response-time-calculator-standard","حاسبة متوسط أول رد — مسار الحساب","First Response Time Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط أول رد.","customer-service-tools","formula","true","1"
"workflow-average-resolution-time-calculator-standard","حاسبة متوسط زمن الحل — مسار الحساب","Average Resolution Time Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط زمن الحل.","customer-service-tools","formula","true","1"
"workflow-csat-score-calculator-standard","حاسبة رضا العملاء CSAT — مسار الحساب","CSAT Score Calculator — standard","مسار مسار الحساب لأداة حاسبة رضا العملاء CSAT.","customer-service-tools","formula","true","1"
"workflow-nps-score-calculator-standard","حاسبة صافي نقاط الترويج NPS — مسار الحساب","NPS Score Calculator — standard","مسار مسار الحساب لأداة حاسبة صافي نقاط الترويج NPS.","customer-service-tools","formula","true","1"
"workflow-ticket-backlog-calculator-standard","حاسبة تراكم التذاكر — مسار الحساب","Ticket Backlog Calculator — standard","مسار مسار الحساب لأداة حاسبة تراكم التذاكر.","customer-service-tools","formula","true","1"
"workflow-support-cost-per-ticket-calculator-standard","حاسبة تكلفة الدعم لكل تذكرة — مسار الحساب","Support Cost per Ticket Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الدعم لكل تذكرة.","customer-service-tools","formula","true","1"
"workflow-self-service-deflection-rate-calculator-standard","حاسبة تحويل الخدمة الذاتية — مسار الحساب","Self-service Deflection Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل الخدمة الذاتية.","customer-service-tools","formula","true","1"
"workflow-sla-compliance-rate-calculator-standard","حاسبة الالتزام بـ SLA — مسار الحساب","SLA Compliance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة الالتزام بـ SLA.","customer-service-tools","formula","true","1"
"workflow-escalation-rate-calculator-standard","حاسبة معدل التصعيد — مسار الحساب","Escalation Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل التصعيد.","customer-service-tools","formula","true","1"
"workflow-support-agent-utilization-calculator-standard","حاسبة استغلال موظف الدعم — مسار الحساب","Support Agent Utilization Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال موظف الدعم.","customer-service-tools","formula","true","1"
"workflow-monthly-savings-rate-calculator-standard","حاسبة معدل الادخار الشهري — مسار الحساب","Monthly Savings Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الادخار الشهري.","personal-finance-tools","formula","true","1"
"workflow-emergency-fund-months-calculator-standard","حاسبة أشهر صندوق الطوارئ — مسار الحساب","Emergency Fund Months Calculator — standard","مسار مسار الحساب لأداة حاسبة أشهر صندوق الطوارئ.","personal-finance-tools","formula","true","1"
"workflow-debt-to-income-ratio-calculator-standard","حاسبة نسبة الدين إلى الدخل — مسار الحساب","Debt-to-Income Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الدين إلى الدخل.","personal-finance-tools","formula","true","1"
"workflow-simple-loan-interest-calculator-standard","حاسبة الفائدة البسيطة للقرض — مسار الحساب","Simple Loan Interest Calculator — standard","مسار مسار الحساب لأداة حاسبة الفائدة البسيطة للقرض.","personal-finance-tools","formula","true","1"
"workflow-monthly-savings-goal-calculator-standard","حاسبة الادخار الشهري للهدف — مسار الحساب","Monthly Savings Goal Calculator — standard","مسار مسار الحساب لأداة حاسبة الادخار الشهري للهدف.","personal-finance-tools","formula","true","1"
"workflow-monthly-budget-remainder-calculator-standard","حاسبة المتبقي من الميزانية — مسار الحساب","Monthly Budget Remainder Calculator — standard","مسار مسار الحساب لأداة حاسبة المتبقي من الميزانية.","personal-finance-tools","formula","true","1"
"workflow-expense-growth-rate-calculator-standard","حاسبة نمو المصروفات — مسار الحساب","Expense Growth Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نمو المصروفات.","personal-finance-tools","formula","true","1"
"workflow-annual-subscription-cost-calculator-standard","حاسبة تكلفة الاشتراكات السنوية — مسار الحساب","Annual Subscription Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الاشتراكات السنوية.","personal-finance-tools","formula","true","1"
"workflow-personal-cash-flow-calculator-standard","حاسبة التدفق النقدي الشخصي — مسار الحساب","Personal Cash Flow Calculator — standard","مسار مسار الحساب لأداة حاسبة التدفق النقدي الشخصي.","personal-finance-tools","formula","true","1"
"workflow-guest-acquisition-cost-calculator-standard","حاسبة تكلفة اكتساب النزيل — مسار الحساب","Guest Acquisition Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة اكتساب النزيل.","hospitality-tools","formula","true","1"
"workflow-home-electricity-cost-calculator-standard","حاسبة تكلفة كهرباء المنزل — مسار الحساب","Home Electricity Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة كهرباء المنزل.","home-tools","formula","true","1"
"workflow-water-bill-estimator-standard","حاسبة فاتورة المياه — مسار الحساب","Water Bill Estimator — standard","مسار مسار الحساب لأداة حاسبة فاتورة المياه.","home-tools","formula","true","1"
"workflow-air-conditioner-monthly-cost-calculator-standard","حاسبة تكلفة المكيف شهريًا — مسار الحساب","Air Conditioner Monthly Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة المكيف شهريًا.","home-tools","formula","true","1"
"workflow-room-paint-cost-calculator-standard","حاسبة تكلفة دهان الغرفة — مسار الحساب","Room Paint Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة دهان الغرفة.","home-tools","formula","true","1"
"workflow-flooring-cost-calculator-standard","حاسبة تكلفة الأرضيات — مسار الحساب","Flooring Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الأرضيات.","home-tools","formula","true","1"
"workflow-cycling-speed-calculator-standard","حاسبة سرعة ركوب الدراجة — مسار الحساب","Cycling Speed Calculator — standard","مسار مسار الحساب لأداة حاسبة سرعة ركوب الدراجة.","fitness-tools","formula","true","1"
"workflow-home-cleaning-cost-calculator-standard","حاسبة تكلفة تنظيف المنزل — مسار الحساب","Home Cleaning Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة تنظيف المنزل.","home-tools","formula","true","1"
"workflow-solar-payback-period-calculator-standard","حاسبة فترة استرداد الطاقة الشمسية — مسار الحساب","Solar Payback Period Calculator — standard","مسار مسار الحساب لأداة حاسبة فترة استرداد الطاقة الشمسية.","home-tools","formula","true","1"
"workflow-home-maintenance-budget-calculator-standard","حاسبة ميزانية صيانة المنزل — مسار الحساب","Home Maintenance Budget Calculator — standard","مسار مسار الحساب لأداة حاسبة ميزانية صيانة المنزل.","home-tools","formula","true","1"
"workflow-appliance-usage-cost-calculator-standard","حاسبة تكلفة تشغيل جهاز — مسار الحساب","Appliance Usage Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة تشغيل جهاز.","home-tools","formula","true","1"
"workflow-moving-cost-calculator-standard","حاسبة تكلفة نقل الأثاث — مسار الحساب","Moving Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة نقل الأثاث.","home-tools","formula","true","1"
"workflow-retail-gross-margin-calculator-standard","حاسبة هامش التجزئة — مسار الحساب","Retail Gross Margin Calculator — standard","مسار مسار الحساب لأداة حاسبة هامش التجزئة.","retail-tools","formula","true","1"
"workflow-sell-through-rate-calculator-standard","حاسبة معدل البيع من المخزون — مسار الحساب","Sell-through Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل البيع من المخزون.","retail-tools","formula","true","1"
"workflow-retail-stockout-rate-calculator-standard","حاسبة معدل نفاد المخزون — مسار الحساب","Stockout Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل نفاد المخزون.","retail-tools","formula","true","1"
"workflow-retail-discount-impact-calculator-standard","حاسبة أثر الخصم على الإيراد — مسار الحساب","Retail Discount Impact Calculator — standard","مسار مسار الحساب لأداة حاسبة أثر الخصم على الإيراد.","retail-tools","formula","true","1"
"workflow-sales-per-square-meter-calculator-standard","حاسبة المبيعات لكل متر مربع — مسار الحساب","Sales per Square Meter Calculator — standard","مسار مسار الحساب لأداة حاسبة المبيعات لكل متر مربع.","retail-tools","formula","true","1"
"workflow-retail-labor-productivity-calculator-standard","حاسبة إنتاجية موظفي التجزئة — مسار الحساب","Retail Labor Productivity Calculator — standard","مسار مسار الحساب لأداة حاسبة إنتاجية موظفي التجزئة.","retail-tools","formula","true","1"
"workflow-basket-size-calculator-standard","حاسبة متوسط عدد المنتجات في السلة — مسار الحساب","Average Basket Size Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط عدد المنتجات في السلة.","retail-tools","formula","true","1"
"workflow-store-conversion-rate-calculator-standard","حاسبة تحويل زوار المتجر — مسار الحساب","Store Conversion Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل زوار المتجر.","retail-tools","formula","true","1"
"workflow-retail-shrinkage-rate-calculator-standard","حاسبة فاقد المخزون — مسار الحساب","Retail Shrinkage Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة فاقد المخزون.","retail-tools","formula","true","1"
